Series name,Category,Short description,Description,Featured image,Feature set header 1,Feature set description 1,Feature set image 1,Feature set header 2,Feature set description 2,Feature set image 2,Feature set header 3,Feature set description 3,Feature set image 3,Feature set header 4,Feature set description 4,Feature set image 4,Video 1 name,Video 1,Video 2 name,Video 2,Video 3 name,Video 3,Video 4 name,Video 4,Internal document 1 description,Internal document 1
J7KNA,Mini motor contactors,,"4kW and 5.5kW versions are available
Different coil voltages (AC and DC)
Mini and normal-size versions are available
The contactors can be mounted with screw fixing and snap fitting on a DIN-rail
All components are finger proof",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/cd6ec8276af90d0b6c0010f26577cfcdb270debea0bbad42a0b06ae06c859a19.jpg,,,,,,,,,,,,,,,,,,,,,,
J7KN,Motor contactors,,"Basic units can be combined with auxiliary contacts (top/side mounting)
3-main-pole and 4-main-pole versions are possible
The power range covers 4 to 500kW
Different coil voltages (AC and DC)
J7KN-10D to J7KN-22D models have integrated auxiliary contact for electronic circuits (3-pole versions)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4403e17f068b69345f8bc3fc1cd9cc1e281d2a0dfb501657412e78739a38845f.jpg,,,,,,,,,,,,,,,,,,,,,,
J7TKN,Thermal overload relays,,"Series of overload relays covering a setting range from 0.24A to 220A
All components are finger proof",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/da0776d7e6ac0eb00b836848b2ea3e5d3cb8f18fcdd618e3c6fd02555dd9be90.jpg,,,,,,,,,,,,,,,,,,,,,,
J7MN,Motor protection circuit breakers,,"Available rated operational currents to 32 A, 63 A and 100 A
Switching capacity is mainly 50 kA/400 V or 100 KA/400 V
All Motor Protection Circuit breaker can be mounted on a DIN-rail
For the range to 32A we provide electro-mechanical links modules
All components are finger proof",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/80ced59e6d004c2c896e0d52f74f1254ff6f7082e0d318fd7f24e30fa6b58d42.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-AS,1-phase control,,"Monitor AC or DC currents with one relay.
Use with commercially available CTs (CT secondary side: 0 to 1 A or 0 to 5 A).
Settings for the operating value, hysteresis, startup lock time, and operating time.
Width of 17.5 mm to reduce space required in panels.
Push-in plus Technology that reduce wiring work.
UL listed for easy shipping to North America.
Double-insertion holes for crossover wiring (all terminals).
Models added with transistor outputs for superior contact reliability.
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/892e3b00d265255c070c76cbad8cda7664377f09e2ec547345c6e739fde3e7a0.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-AW,1-phase control,,"Monitor AC or DC currents with one relay
Use with commercially available CTs (CT secondary side: 0 to 1 A or 0 to 5 A)
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/458f146730ff0c8f87209f54c27b09322b464041663a13ad4fabc77b25c2c5f8.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-AS,1-phase control,,"Single-phase current relay
In 22.5 mm wide industrial housing
Under or over control
Supply voltages: 24 VAC/DC, 100 to 240 VAC
Easy wiring with ferrules",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f8f276092dc79b4742ccf74b2c54d3e446ce695ab4515188683a89e0626d7815.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-AW,1-phase control,,"Single-phase current window relay
In 22.5 mm wide industrial housing
Under and over control
Supply voltages: 24 VAC/DC, 100 to 240 VAC
Easy wiring with ferrules",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/357a79bc2193b4332114d517061467ca065797faa1e94b723c23fe4993060835.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-VS,1-phase control,,"Monitor AC or DC voltages with one relay
Settings for the operating value, hysteresis, and operating time
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/34ea8b57f78f0f76dadf4089c86e16b4cc7b6a4290a6fe12ce7c4618e4647489.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-VW,1-phase control,,"Monitor AC or DC voltages with one relay
Settings for the operating value, hysteresis, and operating time
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/87ff913c2655ec808ce7c4787c29a4b04e73a378c12968c067885727696ad17f.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-VS,1-phase control,,"Single-phase voltage relay
In 22.5 mm wide industrial housing
Under or over control
Supply voltages: 24 VAC/DC, 100 to 240 VAC
Easy wiring with ferrules",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/25af94ddf77f68f1824543ac675fc968600534846cdc25437fae8e43891eea01.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-VW,1-phase control,,"Single-phase voltage window relay
In 22.5 mm wide industrial housing
Under and over, low/low or high/high control
Supply voltages: 24 VAC/DC, 100 to 240 VAC
Easy wiring with ferrules",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6325c84c3f4c8965e02fbe0e1b1f4cebee58122bdb0bdefa4752d837456f49c5.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-PH,3-phase control,,"Global application with power supply range of 200 to 480 V with one relay
Greater resistance to inverter noise
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/c2dcf8178b5b922cad45819ddcf46f384946195555e7e7e5ae0219cc0f37fdf9.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-PH,3-phase control,,"Monitors phase sequence and phase-loss simultaneously
Measuring range: 200 to 480 VAC
Power supply voltage is the same as measuring voltage
Operation reaction time: 0.1 s maximum",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e792f9f2408dcab3fc76b2445968749a981f276619f85d7b5b532be732973c21.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DS-PH,3-phase control,,"Monitors phase sequence and phase-loss simultaneously
Measuring range: 200 to 480 VAC
Power supply voltage is the same as measuring voltage
Operation reaction time: 0.1 s maximum",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/3eb175fb599d8df07fbb0fea0cc85fbc1bc28d6b4af75bd2d1e2f0908fb9b70a.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-PM,3-phase control,,"Phase loss detection while the motor is operating
Widely applies 3-phase 3-wire system (Changed with a DIP switch)
Greater resistance to inverter noise
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/951c731ed35c22e29ea600acb185a86976ba3f8df543d060bedc1e28f46dc267.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-PM,3-phase control,,"Worldwide power specifications supported by one unit
Phase sequence, phase loss: Operation reaction time 0.1 s maximum
Overvoltages or undervoltages: Operation time setting from 0.1 to 30 s
Relay warning status can easily be monitored using the LED indicator
Easy wiring with ferrules",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/2e36752b318428bfebc8c8f11c04d813c387a1f2669cf8113df730989800fb85.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DS-PM,3-phase control,,"Worldwide power specifications supported by one unit
Phase sequence, phase loss: Operation reaction time 0.1s maximum
Overvoltage or undervoltage: Operation time setting from 0.1 to 30s
Relay warning status can easily be monitored using the LED indicator
Robust operating temperature: -20 to 60 ⁰C",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ffbed6fd520ce5865fff9525e6bf208d2301c140b8b9db398ec1f2a9bbec2563.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-PA,3-phase control,,"Worldwide power specifications supported by one unit
Phase sequence, phase loss: operation reaction time 0.1s maximum
Asymmetry: operation time setting from 0.1 to 30s
Reset method: automatic
Power ON lock: 1s or 5s",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/bec0e7c5a24bf5dac139a7fc0237753b7c7469362e9cc719f9dd3ad45dba7082.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DS-PA,3-phase control,,"Worldwide power specifications supported by one unit
Phase sequence, phase loss: Operation reaction time 0.1s maximum
Asymmetry: operation time setting from 0.1 to 30s
Reset method: automatic
LED indicators: Power (Green), Relay output (Yellow), Alarm output (Red)
Robust operating temperature: -20 to 60 ⁰C",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/8760b8ad3051dd58981a94fa3d9f9298fbedefc384948314be9f13c3e5086061.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-PZ,3-phase control,,"Phase loss detection while the motor is operating
Widely applies 3-phase 3-wire system (Changed with a DIP switch)
Greater resistance to inverter noise
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/bc2a5112ab6f66c50ce2e53e5ec8832847eacbe290f059dda879becaff97736c.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DS-PZ,3-phase control,,"Worldwide power specifications supported by one unit
Front rotary switches allow for easy and accurate configuration
Reset method: automatic
LED indicators: Power (Green), Relay output (Yellow), Alarm output (Red)
Robust operating temperature: -20 to 60 ⁰C",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/67119737ed3925486f220414ce9c327981adbde83de3d1d9a634a9f521814548.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DS-PU,3-phase control,,"Greater resistance to inverter noise
One SPDT output relay, 5 A at 250 VAC (resistive load)
World-wide power specifications supported by one unit (Set with a rotary switch)
Relay status can be monitored using LED indicator",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ac89ee0e597ca3826c3f1ba5ea7caeb85bcbc57a4a3cce00c98ed4d710189387.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-PW,3-phase control,,"Overvoltages or undervoltages: Operation time setting from 0.1 to 30 s
Relay warning status can easily be monitored using the LED indicator
Separate outputs possible for overvoltages and undervoltages
Reset method: Automatic
Power ON lock: 1 s or 5 s",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/041c1c1f13225eb7022fb88c3cc8d9e5accd26ada147b1d0ec96a645467ae34b.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-TS/PT,Temperature monitor,,"Specially designed for internal motor monitoring: no setting required
Test/Reset button for confirmation of output operation
Reset operation: automatic or manual
Robust operating temperature: -20 to 60 ⁰C",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b2efc205e0926b5af8cd882a66d5c997fe08a187afcd7641238532f70434a274.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-TH,Temperature monitor,,"Set the temperature with ultra-simple rotary switches
Digitally set the temperature to between 0 and 999°C in 1°C increments (K8DT-TH1__), or between 0 and 1,800°C in 10°C increments (K8DT-TH2__)
Connect a thermocouple or platinum resistance thermometer
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models added with transistor outputs for superior contact reliability",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fe982c775aad7cdfa5c47e25e2e16093d355c2596ba22aac3f7c62568214a296.jpg,,,,,,,,,,,,,,,,,,,,,,
61F-GP-N8,Level control,,"Low-voltage (AC) electrodes (8VAC or 24VAC)
Operation range: 4-15kΩ, 70-300kΩ
Detection method: conductive
Probes need to be ordered separately
Conforms to EMC and LVD directives, UL/CSA approved",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/c6c8d4b9611ee1c5d1f08bde4751b74fbbb6ae4e1ef124837ce565309d967cba.jpg,,,,,,,,,,,,,,,,,,,,,,
61F-GPN-BT/-BC,Level control,,"Adjustable sensitivity: operation range: 0-100kΩ
Red LED for operation indicator
Conforms to EMC and LVD directives
UL/CSA approved
Probes need to be ordered separately",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/efd469a5d0770e2d75526175bc7a40eec76b12bd58930f279ed065d086642f80.jpg,,,,,,,,,,,,,,,,,,,,,,
K8DT-LS,Level control,,"Sensitivity adjustment from 10k to 100 kΩ
Enables easy onsite adjustment
ON-delay timer from 0.1 to 10 s
Ideal as countermeasure for waves on liquid surfaces
Width of 17.5 mm to reduce space required in panels
Push-in plus Technology that reduce wiring work
UL listed for easy shipping to North America
Double-insertion holes for crossover wiring (all terminals)
Models with transistor outputs added for low contact wear
RoHS compliant",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/cbf5d83cc72945efaca88a33d905358129013eee040dd2978a4875bc63d9fcec.jpg,,,,,,,,,,,,,,,,,,,,,,
K8AK-LS,Level control,,"Time delay function up to 10 sSupply voltages: 24 VAC/DC and 100 to 240 VACControl output: Relay 5 A at 250 VAC resistive loadProbes cable length: Max. 100 m from controllerLED indicator: Green for power ON, yellow for output relay",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e260536918699bb8ad785936cefa34600863668981278d80779cc60e2db93f1d.jpg,,,,,,,,,,,,,,,,,,,,,,
K7L,Level control,,"Operation range: Up to 50 MΩ
Four sensing ranges available
Detection method: Conductive
Two LEDs: Green for power supplied, red for output indication
Conforms to EMC and LVD Directives, UL/CSA approved",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/2659db6734a60c28ac2e889b863d86fe7aba298d08671a891aeca9b12e6cd977.jpg,,,,,,,,,,,,,,,,,,,,,,
A22N,Standard pushbutton switches,,"Variety of bezel and color options with aesthetic design.
Mounting depth less than 46.8 mm below panel.
Up to 6 contact blocks (3 contact blocks across and 2 rows deep).
Symmetrical contact block.
Push-in Plus terminal block type.
Snap-in switch unit for quick and easy mounting.
RoHS compliant.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/acf024798bd030c4d6980f3ae3172181833b9a0a6d78fe2c08b5f04c73013a21.jpg,,,,,,,,,,,,,,,,,,,,,,
A16,Standard pushbutton switches,,"Wide variety of control and signal devices: lighted, non-lighted and buzzer
Quick and easy assembly, snap-in switch
Wide range of switching capacity from standard load to micro load
High reliability, IP65
UL, cUL and CSA approved, conforms to EN60947-5-1 and IEC947-5-1",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/64cdcf3ef55b47bfc9ef74af25ac77f310ad13a8254014480407b7e7efada1f8.jpg,,,,,,,,,,,,,,,,,,,,,,
A16_-P,Standard pushbutton switches,,"Panel-/PCB-mounted pushbutton switch
16mm diameter improves operating efficiency
Enables many combinations of operating parts with the extensive A16 series line-up
Achieves large reduction in wiring work by placing operating switches on boards
Helps standardise operating sections and prevent wiring errors",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/57c33718f00111312fd1c6dc43e92089fb34ac7c7c765e5a21eb7a726969b536.png,,,,,,,,,,,,,,,,,,,,,,
A3U,Standard pushbutton switches,,"Flat Pushbutton & Short Body (50mm) - Reduces panel depth to save space
Pushbutton and Switch units easy mounting and quick-release mechanism - Saves mounting time and reduces installation and maintenance costs
High contact reliability –Uses proven Omron switch technology
Most popular types - Illuminated pushbutton, non-illuminated pushbutton",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0e79c49e496530b729fe7c1edd951ef94b3ba031714365514e358adcfaf1ac9e.jpg,,,,,,,,,,,,,,,,,,,,,,
A22NK,Key-type selector switches,,"Extra security available with keyed selector switches, only authorized key-holders can change settings.
2- and 3-position switches with manual or automatic reset.
Mounting depth less than 46.8 mm behind panel.
Up to 6 contact blocks (3 contact blocks across and 2 rows deep).
Symmetrical contact block.
Push-in Plus terminal block type.
Snap-in switch unit for quick and easy mounting.
RoHS compliant.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/370fdee3c7713fabe44849bed3722c3a54ff0fa44792748a5f82c79aa98f9ef7.jpg,,,,,,,,,,,,,,,,,,,,,,
A165K,Key-type selector switches,,"Momentary and latching models available
Automatic and manual models available
Modular construction, snap-in switch unit
Oil-resistant IP65 models
UL and cUL approved, conforms to EN60947-5-1 and IEC947-5-1",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f5cda3851dbe4112cff6c8c52f5dbfaf09aec09fc70c896c9a9123983883ade9.jpg,,,,,,,,,,,,,,,,,,,,,,
A22NS/W,Knob-type selector switches,,"Knob style selector switches provide users with a reliable way to start or choose between machine operations.
2 and 3-position switches with manual or automatic reset.
Mounting depth less than 46.8 mm behind panel.
Up to 6 contact blocks (3 contact blocks across and 2 rows deep).
Symmetrical contact block.
Push-In Plus terminal block type.
Snap-in switch unit for quick and easy mounting.
RoHS compliant.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/d3fe3a7b94631a63d5b94c5ef0cb8958caaf2bd9c270cd5afe2c1800f2c81a35.jpg,,,,,,,,,,,,,,,,,,,,,,
A165S/W,Knob-type selector switches,,"Lighted and non-lighted models available
Automatic and manual models available
Modular construction, snap-in switch unit
Oil-resistant IP65 models
UL and cUL approved, conforms to EN60947-5-1 and IEC947-5-1",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/73b9b0706d4bb70e731e48e9d81a1e413e5f4442ef0bc4ea854fe72990af5fe2.png,,,,,,,,,,,,,,,,,,,,,,
M22N,Indicators,,"The bright LED light source is easy to see under most lighting conditions.
Variety of model and color options.
Easy mounting and removal of socket unit.
Push-in Plus terminal block type.
Short mounting depth, less than 49.2 mm behind panel.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9a9f8ae3b47f78a70578ba1abd3e3ff9d489b59b2ddff1f4cf3a95d7c44c2764.jpg,,,,,,,,,,,,,,,,,,,,,,
M16,Indicators,,"LED, incandescent and neon lamp
Snap-in switch unit
Short mounting depth, less than 28.5mm below panel
High reliability, IP65
UL and CSA approved, conforms to EN60947-5-1",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/76f69ded0b0856f54f3a979a3ed42ce2fad114016e33b177d9c60ea950036cb0.jpg,,,,,,,,,,,,,,,,,,,,,,
XW5_-S,Terminal Blocks,,"Wires held with screws.
Compatible with a wide range of wire sizes with a nominal cross section from 2.5 to 150 mm².
Terminal blocks with fuses and disconnect terminal blocks are available.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/d7f8da8149ad0c1b7c6afdb6faa58603d5531fd74628c57b0b83233c5cee728d.jpg,,,,,,,,,,,,,,,,,,,,,,
XW5_-P,Terminal Blocks,,"Light insertion force, only 8 N, reduces wiring effort and time.
Push-in Plus terminal blocks are more compact than traditional screw terminal blocks.
Slim models available down to a width of 3.5 mm to help downsize control panels.
Light insertion force and strong holding strength to achieve both less wiring work and high reliability.
No loosening means maintenance-free application.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/068c27ee5e9f784d4ead97d78911fc63e134f82e0ab1751f673b9a2e9b370ef2.jpg,,,,,,,,,,,,,,,,,,,,,,
G70A,PLC Interface Wiring Systems,,"Connects to a PLC with a simple snap-in connector.
The G70A-ZOC16-3 cab be combined with a DRT1-OD32ML I/O Terminal for DeviceNet connectivity or an SRT2-VOD16ML Connector Terminal for CompoBus/S connectivity.
SPDT relays can be mounted.
Conforms to VDE (VDE0106) and CE standards.
Electric-shock preventive (finger-touch protection) terminal socket.
DIN rail mountable.
High-capacity (10 A) terminal socket.
Excellent noise resistance characteristics.
Built-in diodes for coil surge suppression.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/bda1edef368f9913c693a16194730b2170adcadce3ba9b962ff2a5654d9b9966.jpg,,,,,,,,,,,,,,,,,,,,,,
G70D,PLC Interface Wiring Systems,,"Slim terminal block is just 135 × 40 mm (W × D).
Independent contacts and short bars allow easy common connections.
An Expansion Terminal Block can be mounted for power line connections.
M3.5 fork-type crimp terminals (with a maximum terminal width of 6.2 mm) can be used.
Lever mechanism allows Relays to be installed and removed easily without tools.
Relay models and power MOSFET Relay models are available.
Equipped with operation indicators.
Can be combined with a DRT2-OD32ML I/O Terminal for DeviceNet connectivity or an SRT2-VOD16ML Connector Terminal for CompoBus/S connectivity.
Built-in diode absorbs coil surge.
Mount either to DIN rail or via screws.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0dce063f4a6016a85620509bae7564dc50096d0f85f2bb61b35506c07661b414.jpg,,,,,,,,,,,,,,,,,,,,,,
XW2Z,PLC Interface Wiring Systems,,"Cables with Connectors for G70V and G7TC I/O Relay Terminals, G70D and G70R Relay Terminals, and G70A and P7TF-IS/OS I/O Terminal Sockets.
Cables with loose wires available with or without crimp terminals.
Cables available for programmable controllers from Mitsubishi Electric.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6a79e118a57dfe8a1e8c44ce0f45b0694713c7246a7039d14a4fe007b999dcf9.jpg,,,,,,,,,,,,,,,,,,,,,,
P7TF,PLC Interface Wiring Systems,,"Mount either G7T I/O Relays or G3TA SSRs.
Compact size for both Input and Output I/O Terminal Sockets: 182 (102 for 8 I/O points) (W) 85 (D) 68 (H) mm.
Surge absorption circuits provided.
LED indicators as a standard feature.
DIN Track mounting.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/108f89e129955a18b8bce6c1bd60607cd1996eeb53e1b06f5c64533a39435e62.jpg,,,,,,,,,,,,,,,,,,,,,,
G70V,PLC Interface Wiring Systems,,"I/O relay terminals with 16 points to mount G2RV slim I/O relays
Push-In Plus technology used to save wiring work in comparison with traditional screw terminals
Work is reduced ever further with one-step cable connection to the PLC
Diode provided for coil surge absorption
Operation indicators for immediate recognition of I/O signal status
Accepts G3RV Slim I/O SSRs
DIN Track or screw mounting",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9531603d1cc9ad6a34c7b86c5ea12aeeef293e480aeaf5785c47b7f6b2e6b6e4.jpg,,,,,,,,,,,,,,,,,,,,,,
G7TC,PLC Interface Wiring Systems,,"Compact size: 182 (W) ✕ 85 (D) ✕ 68 (H) mm (8-point Output Block width is 102 mm).
Connects to the PLC through the connector, and requires only a snap-in operation.
Surge suppressor circuit built-in.
Immediate recognition of I/O signal status using LED operation indicators.
G3TA I/O Solid-state relay can be mounted instead of G7T.
Mounts easily on a DIN track.
Approved by UL, CSA (except for G7TC-OC16-1).",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/1d01b8851f7792ca68901ffdd1545652429392925cf978cbcf07ce30ce65a07a.jpg,,,,,,,,,,,,,,,,,,,,,,
XW6,PLC Interface Wiring Systems,,"Improved quality of power supply wiring: reduced errors thanks to the different short bar colors and the wiring indicator
Indicators make wiring completion simply visible. Proper wiring without skillful operators.
Simply check the indicators for wiring maintenance, helping reduce maintenance works.
Short Bars enable pre-connected common wiring. No troublesome crossover wiring required.
The best-in-class slim models available to help downsize control panels.
Wiring system interface with Push-In Plus technology enables no loosening of wiring, providing a maintenance-free operation.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ee9e21280c050ad61f01f79a54b0815139b8edd40ce6951a8374bd86b3d77710.jpg,,,,,,,,,,,,,,,,,,,,,,
XW2D,PLC Interface Wiring Systems,,"Mounting area reduced by 35% (in comparison with 40-pole XW2B Units) to contribute to downsizing control panels and automatic equipment.
Fallout prevention for terminal screws.
Round or forked crimp terminals can be used.
Mount to DIN Track or via screws. Unique DIN Track lock can maintain open status during DIN Track attachment and removal.
Terminal cover can be locked open.
Screw terminals are arranged by color in groups of five to simplify counting terminal numbers.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/00913f9a2045f623d929f91cfa609acc7f8179175103f24f56d7d19147bddaff.jpg,,,,,,,,,,,,,,,,,,,,,,
XW2E,PLC Interface Wiring Systems,,"For 16 inputs only.
The three-tiered terminal block simplifies wiring because the power supply terminal block is wired with just one crimp terminal.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/2af8b123915da5925b6c4ce6ae25babaa08634d0412c4175a0fb058d40d652e0.jpg,,,,,,,,,,,,,,,,,,,,,,
XW2F,PLC Interface Wiring Systems,,"Models available with Phillips screw, slotted screw, push-in, or e-CON connections.
The terminal arrangement enables smoother wiring work.
Push-in terminals simplify wiring and make the Terminal Blocks even easier to use. (In comparison to the OMRON XW2F.)
Mounting to DIN Track is possible.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/db9b3fb661878fc7fe52301e9f6e5b6e0ee009d86cbc76691418a312242a5816.jpg,,,,,,,,,,,,,,,,,,,,,,
P2RF,Sockets and Accessories,,"DIN Track or screw mounting type
Possibility to choose different Terminal Type including OMRON’s patented Push-in plus technology (PU models)
Complete line-up with accessories to create a perfect panel
High reliability, IP65
PU and Z socket families have been created under the Harmonization concept. Accessories like labels or separate plates can be used both with the PU and Z socket families. These families of sockets are suitable for the electromechanical relays: G2RS, MY and LY.
CSA, TUV and UL certified models",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/55e62515aea8774b2b8e5561d37932544089498277f49a7c123822a2a85f48fd.jpg,,,,,,,,,,,,,,,,,,,,,,
PYF,Sockets and Accessories,,"Available in different colors and dimensions
PYFZ models are fully automated produced
DIN Track or screw mounting type
Possibility to choose different Terminal Type including OMRON’s patented Push-in plus Technology (PU models)
PU and Z socket families have been created under the Harmonization concept. Accessories like labels or separate plates can be used both with the PU, and Z socket families. These families of sockets are suitable for the electromechanical relays: G2RS, MY and LY.
Complete line-up with accessories is available to create a perfect panel
CSA, TUV and UL certified models",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4332e08c2e7762dd66c79d376aeb2c3614b17f849ea76902ef2699cf6bbff06c.jpg,,,,,,,,,,,,,,,,,,,,,,
PTF,Sockets and Accessories,,"A complete line-up of accessories is available for the PTF socket
DIN Track or screw mounting type
Possibility to choose different Terminal Type including OMRON’s patented Push-in plus Technology (PU models)
PU and Z socket families have been created under the Harmonization concept. Accessories like labels or separate plates can be used both with the PU and Z socket families. These families of sockets are suitable for the electromechanical relays: G2RS, MY and LY.
Available in different colors and dimensions
CSA, TUV and UL certified models",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ad34dc77fed359ce6c64dc9f35cdc6a802e391f0aeca7a5d2357a7b6d10fb619.jpg,,,,,,,,,,,,,,,,,,,,,,
PF,Sockets and Accessories,,"Yellow movable parts for a better visibility
DIN Track or screw mounting type
Screw socket of reduced dimensions
CSA, TUV and UL certified models",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/79d80c1bd46bb0c3ceab0a9eee32d561149525fd856d4b1f4d41ab62ac700824.jpg,,,,,,,,,,,,,,,,,,,,,,
PFA,Sockets and Accessories,,"DIN Track or screw mounting type
Yellow movable parts for a better visibility
Screw socket with reduced dimensions
CSA, TUV and UL certified models",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f7179913fa8c2f732c564d0c3d403b2a6f1e60969921f9d07ca06b58a4688d4b.jpg,,,,,,,,,,,,,,,,,,,,,,
